id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,image_path,image_exists,log_price,spatial_bin
7011200260,20141219T000000,485000,4,2.0,1400,3600,1.0,0,0,3,7,1100,300,1900,0,98119,47.6385,-122.37,1630,2048,/Users/khushirawat/Desktop/CDC/data/images/4066.png,True,13.091906231773164,2382_-6118
9320600170,20150324T000000,200500,3,2.0,1280,14972,1.0,0,0,3,7,1280,0,1963,0,98031,47.4129,-122.209,1800,9698,/Users/khushirawat/Desktop/CDC/data/images/4067.png,True,12.208574513247495,2371_-6110
5141000685,20141021T000000,320000,4,1.75,1660,6200,1.0,0,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968,/Users/khushirawat/Desktop/CDC/data/images/4068.png,True,12.676079399771027,2378_-6116
7137900490,20150316T000000,203700,3,2.0,1660,7958,1.0,0,0,3,7,1130,530,1983,0,98092,47.3187,-122.171,1550,7647,/Users/khushirawat/Desktop/CDC/data/images/4069.png,True,12.224408511383015,2366_-6109
4047200300,20150205T000000,599900,3,1.5,2605,12030,1.0,0,0,3,8,1355,1250,2003,0,98019,47.7725,-121.899,1590,15242,/Users/khushirawat/Desktop/CDC/data/images/4070.png,True,13.304519920584285,2389_-6095
1775800290,20140801T000000,354000,3,1.75,1260,12330,1.0,0,0,3,7,1260,0,1968,0,98072,47.7412,-122.095,1320,12800,/Users/khushirawat/Desktop/CDC/data/images/4072.png,True,12.777055016970678,2387_-6105
7625702505,20150306T000000,605000,4,2.75,1670,6000,1.0,0,0,5,7,840,830,1917,0,98136,47.5496,-122.385,1100,6000,/Users/khushirawat/Desktop/CDC/data/images/4073.png,True,13.312985389904174,2377_-6119
2126049096,20141202T000000,399000,3,1.0,1460,8290,1.0,0,0,3,8,1460,0,1959,0,98125,47.7246,-122.3,1470,8290,/Users/khushirawat/Desktop/CDC/data/images/4074.png,True,12.896719202134523,2386_-6115
1796350570,20140521T000000,195000,3,1.75,1380,7350,1.0,0,0,3,7,990,390,1981,0,98042,47.369,-122.093,1660,8400,/Users/khushirawat/Desktop/CDC/data/images/4075.png,True,12.180759965737863,2368_-6105
6046400755,20150511T000000,475000,5,1.75,2020,5100,1.5,0,0,5,7,1320,700,1911,0,98103,47.6915,-122.345,1130,5100,/Users/khushirawat/Desktop/CDC/data/images/4076.png,True,13.07107218827772,2385_-6117
1105000360,20150428T000000,320000,3,1.75,1960,11931,1.0,0,0,3,7,980,980,1954,0,98118,47.5432,-122.272,1460,4498,/Users/khushirawat/Desktop/CDC/data/images/4077.png,True,12.676079399771027,2377_-6114
7657600025,20150219T000000,289900,3,1.0,1180,7068,1.0,0,0,3,6,1180,0,1944,0,98178,47.4947,-122.238,1180,7068,/Users/khushirawat/Desktop/CDC/data/images/4078.png,True,12.57729476436913,2375_-6112
7202270440,20141023T000000,650000,4,2.5,2770,5612,2.0,0,0,3,7,2770,0,2001,0,98053,47.686,-122.036,2770,5177,/Users/khushirawat/Desktop/CDC/data/images/4079.png,True,13.384729180332174,2384_-6102
8848400020,20150327T000000,430000,3,1.75,1540,8100,1.0,0,0,4,7,940,600,1947,0,98133,47.749,-122.351,1840,8100,/Users/khushirawat/Desktop/CDC/data/images/4080.png,True,12.971542813248437,2387_-6118
7853221010,20141029T000000,467000,3,2.5,1990,4978,2.0,0,0,3,8,1990,0,2004,0,98065,47.5323,-121.856,2650,6816,/Users/khushirawat/Desktop/CDC/data/images/4081.png,True,13.054086677976365,2377_-6093
3213200250,20141106T000000,605125,2,1.0,1160,5029,1.0,0,0,3,7,910,250,1940,0,98115,47.6723,-122.266,1220,5029,/Users/khushirawat/Desktop/CDC/data/images/4083.png,True,13.313191979791755,2384_-6113
6852700412,20140919T000000,625000,3,3.5,1560,1490,2.0,0,0,3,8,1240,320,1995,0,98102,47.6248,-122.319,1560,1662,/Users/khushirawat/Desktop/CDC/data/images/4084.png,True,13.345508528717259,2381_-6116
7613700860,20141106T000000,716500,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.278,2300,6000,/Users/khushirawat/Desktop/CDC/data/images/4085.png,True,13.482134921922801,2383_-6114
3630010040,20140523T000000,402000,3,2.0,1540,1827,2.0,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.998,1540,1827,/Users/khushirawat/Desktop/CDC/data/images/4086.png,True,12.904209855160254,2377_-6100
1513800080,20140825T000000,598000,4,2.5,2030,9825,1.0,0,0,3,8,1330,700,1985,0,98115,47.6892,-122.3,2180,7500,/Users/khushirawat/Desktop/CDC/data/images/4087.png,True,13.301347705172173,2384_-6115
9407101180,20141224T000000,345000,3,2.25,2020,9000,2.0,0,0,3,7,2020,0,1979,0,98045,47.4487,-121.775,1460,9680,/Users/khushirawat/Desktop/CDC/data/images/4088.png,True,12.75130259456002,2372_-6089
9542800700,20150102T000000,272000,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,/Users/khushirawat/Desktop/CDC/data/images/4089.png,True,12.513561021741964,2365_-6119
3630240020,20140521T000000,556000,3,3.0,1960,1168,2.0,0,0,3,9,1600,360,2007,0,98027,47.5445,-122.014,2080,1423,/Users/khushirawat/Desktop/CDC/data/images/4091.png,True,13.228525371792253,2377_-6101
5245400030,20150223T000000,255000,4,1.0,1250,9102,1.0,0,0,3,7,1250,0,1955,0,98148,47.4258,-122.327,1260,9180,/Users/khushirawat/Desktop/CDC/data/images/4092.png,True,12.449022745701502,2371_-6116
4022900569,20141017T000000,405000,3,1.75,1900,10454,1.0,0,0,3,7,1390,510,1978,0,98155,47.7748,-122.291,2000,12000,/Users/khushirawat/Desktop/CDC/data/images/4093.png,True,12.91164481522143,2389_-6115
1596600024,20141016T000000,550000,5,2.75,2160,5720,1.0,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,4996,/Users/khushirawat/Desktop/CDC/data/images/4095.png,True,13.217675375388819,2379_-6115
2634500005,20140908T000000,237500,2,1.0,810,8494,1.0,0,0,3,6,810,0,1949,0,98155,47.7389,-122.324,1050,7975,/Users/khushirawat/Desktop/CDC/data/images/4097.png,True,12.377927112974284,2387_-6116
339600070,20140721T000000,408000,3,2.0,1640,3440,2.0,0,0,3,7,1640,0,1987,0,98052,47.6829,-122.097,1070,3549,/Users/khushirawat/Desktop/CDC/data/images/4099.png,True,12.919024904363686,2384_-6105
1245500250,20150507T000000,555500,2,1.0,920,10000,1.0,0,0,4,7,920,0,1981,0,98033,47.6938,-122.21,1340,10000,/Users/khushirawat/Desktop/CDC/data/images/4100.png,True,13.22762568824022,2385_-6110
339600010,20141017T000000,352500,3,1.0,1000,4171,1.0,0,0,3,7,1000,0,1985,0,98052,47.6834,-122.097,1090,3479,/Users/khushirawat/Desktop/CDC/data/images/4101.png,True,12.77280873810987,2384_-6105
9273200140,20150121T000000,1310000,2,2.25,3950,3938,2.0,0,4,3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500,/Users/khushirawat/Desktop/CDC/data/images/4102.png,True,14.085538458535822,2380_-6119
5315101728,20150319T000000,770000,4,3.0,2320,7200,1.0,0,0,3,7,1260,1060,1943,2000,98040,47.5893,-122.232,1760,7200,/Users/khushirawat/Desktop/CDC/data/images/4103.png,True,13.554147092530322,2379_-6112
9522350090,20141106T000000,635000,4,2.5,2410,7069,2.0,0,0,3,9,2410,0,1993,0,98034,47.7094,-122.234,2240,7184,/Users/khushirawat/Desktop/CDC/data/images/4104.png,True,13.361381852676738,2385_-6112
7347600490,20140814T000000,245000,3,2.0,2040,13125,1.0,0,0,3,6,810,1230,1910,0,98168,47.478,-122.278,1460,10582,/Users/khushirawat/Desktop/CDC/data/images/4105.png,True,12.409017571151187,2374_-6114
2212200100,20150422T000000,344900,4,2.5,2150,7670,1.0,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,/Users/khushirawat/Desktop/CDC/data/images/4106.png,True,12.751012698311857,2370_-6109
3288301030,20150319T000000,623000,3,2.75,2390,21804,1.0,0,0,3,8,1450,940,1973,0,98034,47.7339,-122.183,2390,10136,/Users/khushirawat/Desktop/CDC/data/images/4107.png,True,13.342303402904738,2387_-6109
321030070,20140814T000000,375000,4,2.5,2310,7800,2.0,0,0,3,8,2310,0,2011,0,98042,47.3737,-122.164,2310,7140,/Users/khushirawat/Desktop/CDC/data/images/4108.png,True,12.834683971615659,2369_-6108
5249802660,20140730T000000,425000,3,1.0,980,4800,1.5,0,0,3,7,980,0,1926,0,98118,47.5663,-122.274,2030,7200,/Users/khushirawat/Desktop/CDC/data/images/4109.png,True,12.959846800844963,2378_-6114
8080400045,20140620T000000,600000,2,1.0,1040,3600,1.0,0,0,4,7,1040,0,1919,1980,98112,47.619,-122.311,2250,4800,/Users/khushirawat/Desktop/CDC/data/images/4110.png,True,13.304686600863562,2381_-6116
4060000440,20150204T000000,241000,3,1.0,880,6050,1.0,0,0,3,6,880,0,1945,0,98178,47.4995,-122.248,1130,6050,/Users/khushirawat/Desktop/CDC/data/images/4111.png,True,12.392556361841777,2375_-6112
3623059027,20141022T000000,200000,2,0.75,780,55764,1.0,0,0,4,4,780,0,1945,0,98058,47.442,-122.105,1620,30847,/Users/khushirawat/Desktop/CDC/data/images/4112.png,True,12.206077645517674,2372_-6105
9264911210,20150226T000000,320000,5,3.0,2970,7000,1.0,0,0,3,8,1810,1160,1979,0,98023,47.3079,-122.341,2630,8062,/Users/khushirawat/Desktop/CDC/data/images/4113.png,True,12.676079399771027,2365_-6117
421049116,20150121T000000,216000,3,1.0,1280,8712,1.0,0,0,4,7,1280,0,1956,0,98003,47.3298,-122.297,1420,8800,/Users/khushirawat/Desktop/CDC/data/images/4115.png,True,12.283038316285214,2366_-6115
1427300120,20150121T000000,419000,3,2.25,1760,16418,1.0,0,0,3,7,1190,570,1990,0,98053,47.6525,-121.985,2260,20747,/Users/khushirawat/Desktop/CDC/data/images/4116.png,True,12.945628585536271,2383_-6099
6600000217,20150403T000000,1595000,4,4.25,4645,7757,2.0,0,0,3,10,3855,790,2006,0,98112,47.6248,-122.29,2150,6970,/Users/khushirawat/Desktop/CDC/data/images/4117.png,True,14.282384921160133,2381_-6114
2600010220,20150326T000000,1250000,4,2.5,4040,11350,2.0,0,2,4,10,3690,350,1984,0,98006,47.559,-122.162,3770,12382,/Users/khushirawat/Desktop/CDC/data/images/4119.png,True,14.038654909278163,2378_-6108
5469502780,20140812T000000,350000,4,2.5,2260,13755,1.0,0,0,4,9,2260,0,1975,0,98042,47.3767,-122.161,2650,13650,/Users/khushirawat/Desktop/CDC/data/images/4121.png,True,12.765691290604371,2369_-6108
3893100319,20150323T000000,450000,3,1.75,1390,11700,1.0,0,0,4,7,1390,0,1966,0,98033,47.7002,-122.192,1060,8686,/Users/khushirawat/Desktop/CDC/data/images/4122.png,True,13.017005083966255,2385_-6110
2523039310,20150112T000000,359000,4,2.5,1820,11325,1.0,0,0,3,8,1390,430,1976,0,98166,47.4574,-122.361,1990,10802,/Users/khushirawat/Desktop/CDC/data/images/4123.png,True,12.791080452981857,2373_-6118
3630160610,20140716T000000,765000,4,2.5,2980,5000,2.0,0,0,3,10,2980,0,2006,0,98027,47.5431,-121.997,3140,5500,/Users/khushirawat/Desktop/CDC/data/images/4124.png,True,13.547632419997361,2377_-6100
5606000233,20150424T000000,1000000,5,2.75,1510,5700,2.0,0,1,4,7,1510,0,1946,0,98105,47.6653,-122.27,2190,5700,/Users/khushirawat/Desktop/CDC/data/images/4125.png,True,13.815511557963774,2383_-6114
5709200030,20141204T000000,309900,5,2.5,2100,17825,1.0,0,0,4,7,1400,700,1974,0,98092,47.3094,-122.191,2200,14602,/Users/khushirawat/Desktop/CDC/data/images/4126.png,True,12.644008170618003,2365_-6110
9895000040,20140703T000000,399900,2,1.75,1410,1005,1.5,0,0,3,9,900,510,2011,0,98027,47.5446,-122.018,1440,1188,/Users/khushirawat/Desktop/CDC/data/images/4127.png,True,12.89897229545694,2377_-6101
4468400214,20141010T000000,318000,3,2.25,1250,1017,3.0,0,0,3,8,1250,0,2008,0,98133,47.7099,-122.333,1250,1017,/Users/khushirawat/Desktop/CDC/data/images/4128.png,True,12.669809806411457,2385_-6117
3256400060,20140923T000000,325000,4,2.75,2090,9240,1.0,0,0,4,6,2090,0,1949,0,98146,47.4854,-122.343,1460,9240,/Users/khushirawat/Desktop/CDC/data/images/4129.png,True,12.691583538230217,2374_-6117
486000520,20140606T000000,1370000,2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,98117,47.6792,-122.404,2260,6851,/Users/khushirawat/Desktop/CDC/data/images/4130.png,True,14.130322027731049,2384_-6120
1321720140,20140528T000000,370000,4,2.5,3090,18645,2.0,0,0,3,9,3090,0,1995,0,98023,47.2902,-122.342,3610,20114,/Users/khushirawat/Desktop/CDC/data/images/4131.png,True,12.821260987319457,2365_-6117
424500100,20141008T000000,189900,2,1.0,800,5600,1.0,0,0,5,6,800,0,1955,0,98056,47.4959,-122.172,1100,6000,/Users/khushirawat/Desktop/CDC/data/images/4133.png,True,12.15425816271595,2375_-6109
1545802100,20141029T000000,272450,3,2.25,1780,7332,2.0,0,0,3,7,1780,0,1987,0,98038,47.3593,-122.051,1510,7625,/Users/khushirawat/Desktop/CDC/data/images/4134.png,True,12.515214060402746,2368_-6103
1453602065,20150205T000000,442500,3,1.0,1120,8200,1.0,0,0,4,7,1120,0,1938,0,98125,47.7254,-122.29,1820,7205,/Users/khushirawat/Desktop/CDC/data/images/4135.png,True,13.000198003314573,2386_-6114
3630030440,20140923T000000,585000,4,2.5,1950,3720,2.0,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720,/Users/khushirawat/Desktop/CDC/data/images/4136.png,True,13.279368835614243,2378_-6100
625049281,20140521T000000,535000,2,1.0,1030,4841,1.0,0,0,3,7,920,110,1939,0,98103,47.686,-122.341,1530,4944,/Users/khushirawat/Desktop/CDC/data/images/4138.png,True,13.190023895035274,2384_-6117
1312900180,20150325T000000,225000,3,1.0,1250,7820,1.0,0,0,3,7,1250,0,1967,0,98001,47.3397,-122.291,1300,7920,/Users/khushirawat/Desktop/CDC/data/images/4139.png,True,12.323860125621126,2367_-6115
7849201600,20140724T000000,286700,3,1.0,1220,6600,1.0,0,0,3,6,1220,0,1958,0,98065,47.5297,-121.827,1100,6600,/Users/khushirawat/Desktop/CDC/data/images/4140.png,True,12.566195139831894,2376_-6091
2624049117,20140903T000000,425000,3,1.0,1550,4160,1.5,0,0,4,6,1550,0,1926,0,98118,47.5387,-122.265,1590,5000,/Users/khushirawat/Desktop/CDC/data/images/4142.png,True,12.959846800844963,2377_-6113
1702901180,20140611T000000,665000,6,3.0,4250,4400,2.5,0,0,4,7,3020,1230,1902,0,98118,47.5584,-122.283,1520,4950,/Users/khushirawat/Desktop/CDC/data/images/4146.png,True,13.407543823396258,2378_-6114
7851200040,20141216T000000,265000,3,1.0,960,9748,1.0,0,0,3,5,960,0,1922,0,98065,47.5259,-121.815,1600,9958,/Users/khushirawat/Desktop/CDC/data/images/4147.png,True,12.487488878546145,2376_-6091
7996700220,20150430T000000,375000,2,2.25,1640,2240,2.0,0,0,3,8,1640,0,1980,0,98133,47.7154,-122.341,1640,2240,/Users/khushirawat/Desktop/CDC/data/images/4148.png,True,12.834683971615659,2386_-6117
7625702277,20150331T000000,406000,2,2.0,1110,1095,3.0,0,0,3,7,980,130,2008,0,98136,47.5494,-122.388,1110,1083,/Users/khushirawat/Desktop/CDC/data/images/4149.png,True,12.914110901635024,2377_-6119
7417700664,20150408T000000,220000,4,2.0,1400,7140,1.0,0,0,3,7,1400,0,1969,0,98155,47.7719,-122.309,1610,10500,/Users/khushirawat/Desktop/CDC/data/images/4150.png,True,12.301387370778713,2389_-6115
5151800015,20141112T000000,318700,4,2.5,2770,19116,1.0,0,0,4,8,1600,1170,1961,0,98003,47.3386,-122.319,2730,18429,/Users/khushirawat/Desktop/CDC/data/images/4151.png,True,12.672008638147602,2367_-6116
8016300250,20140827T000000,632000,5,2.5,2260,10087,1.0,0,0,3,8,1520,740,1967,0,98008,47.5982,-122.128,2500,9440,/Users/khushirawat/Desktop/CDC/data/images/4152.png,True,13.356646255406224,2380_-6106
2938100005,20140829T000000,264950,3,1.5,1370,10115,1.0,0,0,4,7,1370,0,1957,0,98022,47.2027,-122.0,1450,9282,/Users/khushirawat/Desktop/CDC/data/images/4153.png,True,12.487300182210822,2360_-6100
4006000571,20150312T000000,183750,5,2.75,1650,5453,1.0,0,0,3,7,1650,0,1970,0,98118,47.5293,-122.285,1670,5885,/Users/khushirawat/Desktop/CDC/data/images/4154.png,True,12.121336859237145,2376_-6114
6072100490,20141204T000000,527500,4,2.25,2270,8480,1.0,0,0,5,8,1310,960,1973,0,98006,47.5448,-122.174,1910,9050,/Users/khushirawat/Desktop/CDC/data/images/4155.png,True,13.17590604006516,2377_-6109
6099400293,20141208T000000,208000,2,1.0,960,13438,1.0,0,0,3,7,960,0,1951,0,98168,47.4745,-122.295,1630,11656,/Users/khushirawat/Desktop/CDC/data/images/4157.png,True,12.245298166364206,2374_-6115
7537300210,20150128T000000,580000,2,1.5,1460,5700,1.5,0,0,3,7,1460,0,1912,0,98115,47.6838,-122.312,1780,3800,/Users/khushirawat/Desktop/CDC/data/images/4158.png,True,13.270785106659046,2384_-6116
2391600335,20150203T000000,804000,4,2.5,2620,5060,2.0,0,0,3,9,2620,0,2005,0,98116,47.5634,-122.394,900,5060,/Users/khushirawat/Desktop/CDC/data/images/4160.png,True,13.597355791941425,2378_-6120
1432900350,20141217T000000,215000,5,1.5,1980,7958,1.5,0,0,3,7,1980,0,1962,0,98058,47.4571,-122.17,1510,8438,/Users/khushirawat/Desktop/CDC/data/images/4162.png,True,12.278397958261774,2373_-6108
5648600010,20150426T000000,290000,3,2.5,1580,6860,2.0,0,0,3,7,1580,0,1995,0,98055,47.4447,-122.188,1580,7050,/Users/khushirawat/Desktop/CDC/data/images/4163.png,True,12.577639650232573,2372_-6109
2624049115,20140710T000000,379000,4,1.5,1280,5460,1.5,0,0,5,7,1080,200,1920,0,98118,47.5348,-122.268,1470,5934,/Users/khushirawat/Desktop/CDC/data/images/4165.png,True,12.84529412258351,2377_-6113
9274200314,20140821T000000,568000,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280,/Users/khushirawat/Desktop/CDC/data/images/4166.png,True,13.249878458265119,2379_-6119
1233100642,20140722T000000,495000,3,1.5,2240,13288,1.0,0,0,3,7,2240,0,1953,0,98033,47.6762,-122.17,2150,9900,/Users/khushirawat/Desktop/CDC/data/images/4169.png,True,13.112315061750808,2384_-6108
8148600020,20140926T000000,170000,2,1.0,870,6537,1.0,0,0,3,6,870,0,1948,0,98168,47.4906,-122.306,1100,8701,/Users/khushirawat/Desktop/CDC/data/images/4170.png,True,12.04355959836804,2375_-6115
3024079063,20140701T000000,850000,4,3.25,4350,112750,1.0,0,0,3,9,2200,2150,2006,0,98027,47.5435,-121.966,2180,223027,/Users/khushirawat/Desktop/CDC/data/images/4172.png,True,13.652992804936396,2377_-6098
6788200295,20140612T000000,620000,2,1.0,1430,3000,1.5,0,0,3,7,1300,130,1929,0,98112,47.6415,-122.303,1750,4000,/Users/khushirawat/Desktop/CDC/data/images/4173.png,True,13.3374763699232,2382_-6115
3900500110,20141117T000000,627000,3,2.0,2310,10525,2.0,0,0,5,7,2310,0,1965,0,98033,47.6727,-122.174,1430,10523,/Users/khushirawat/Desktop/CDC/data/images/4174.png,True,13.348703414510117,2384_-6109
8805900430,20141229T000000,1151250,4,2.5,1940,4875,2.0,0,0,4,9,1940,0,1925,0,98112,47.6427,-122.304,1790,4875,/Users/khushirawat/Desktop/CDC/data/images/4176.png,True,13.95635973517234,2382_-6115
5149300100,20140818T000000,304999,4,2.25,2270,9600,1.0,0,0,3,7,1290,980,1976,0,98023,47.3261,-122.355,1930,15000,/Users/khushirawat/Desktop/CDC/data/images/4177.png,True,12.628067055589549,2366_-6118
4246000180,20140523T000000,433000,4,1.75,1830,9600,1.0,0,0,4,7,1010,820,1966,0,98006,47.5728,-122.125,1910,11100,/Users/khushirawat/Desktop/CDC/data/images/4178.png,True,12.978495316450783,2379_-6106
100300280,20141020T000000,355000,3,2.25,1430,4777,2.0,0,0,3,7,1430,0,2010,0,98059,47.4867,-122.152,1639,3854,/Users/khushirawat/Desktop/CDC/data/images/4179.png,True,12.779875885354993,2374_-6108
2817210420,20141114T000000,545000,4,3.0,3160,10948,1.0,0,3,3,8,1930,1230,1991,0,98070,47.3733,-122.422,2380,13623,/Users/khushirawat/Desktop/CDC/data/images/4180.png,True,13.208542908506082,2369_-6121
1423049019,20140523T000000,90000,2,1.0,580,7500,1.0,0,0,3,5,580,0,1943,0,98178,47.4852,-122.251,1700,11250,/Users/khushirawat/Desktop/CDC/data/images/4181.png,True,11.407576060361786,2374_-6113
6852700477,20140916T000000,550000,2,1.5,1300,2970,1.0,0,0,3,7,990,310,1903,0,98102,47.6233,-122.319,1700,3000,/Users/khushirawat/Desktop/CDC/data/images/4182.png,True,13.217675375388819,2381_-6116
8085400355,20141204T000000,1270000,5,3.0,3950,9520,1.0,0,0,3,9,2250,1700,1953,2002,98004,47.6363,-122.207,1890,9520,/Users/khushirawat/Desktop/CDC/data/images/4183.png,True,14.054528245836039,2382_-6110
461002050,20140826T000000,450000,2,1.0,910,5000,1.0,0,0,4,6,910,0,1914,0,98117,47.683,-122.374,1480,5000,/Users/khushirawat/Desktop/CDC/data/images/4185.png,True,13.017005083966255,2384_-6119
5360200052,20150224T000000,499950,3,2.5,2580,23925,2.0,0,0,3,9,2580,0,2001,0,98023,47.2978,-122.376,1660,8460,/Users/khushirawat/Desktop/CDC/data/images/4186.png,True,13.122265372602016,2365_-6119
2131701020,20150311T000000,317000,3,1.5,1390,8300,1.0,0,0,4,7,1390,0,1974,0,98019,47.7383,-121.983,1470,7500,/Users/khushirawat/Desktop/CDC/data/images/4187.png,True,12.666660207428574,2387_-6099
1924059319,20150320T000000,1288000,5,4.0,4050,11358,2.0,0,0,4,10,2780,1270,1980,0,98040,47.56,-122.225,3120,13555,/Users/khushirawat/Desktop/CDC/data/images/4188.png,True,14.06860196204365,2378_-6111
1974300020,20140827T000000,380000,4,2.5,2270,11500,1.0,0,0,3,8,1540,730,1967,0,98034,47.7089,-122.241,2020,10918,/Users/khushirawat/Desktop/CDC/data/images/4189.png,True,12.847929163278053,2385_-6112
59000201,20150505T000000,611206,1,1.0,1940,6300,1.0,0,3,3,8,1940,0,1963,0,98116,47.5782,-122.4,2560,6300,/Users/khushirawat/Desktop/CDC/data/images/4190.png,True,13.323190969648445,2379_-6120
3352401090,20141113T000000,238950,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,1951,0,98178,47.5012,-122.265,1410,11400,/Users/khushirawat/Desktop/CDC/data/images/4191.png,True,12.384013788973483,2375_-6113
4139440480,20140626T000000,695000,3,2.75,2590,12063,2.0,0,0,3,10,2590,0,1993,0,98006,47.5527,-122.12,2850,8469,/Users/khushirawat/Desktop/CDC/data/images/4192.png,True,13.451668563394815,2378_-6106
5152000030,20150204T000000,305000,5,2.5,2500,12220,1.0,0,0,3,8,1690,810,1962,0,98003,47.3335,-122.325,2130,12000,/Users/khushirawat/Desktop/CDC/data/images/4193.png,True,12.628070334272698,2367_-6116
6384500035,20140701T000000,370000,2,1.0,860,6050,1.0,0,0,3,7,860,0,1952,0,98116,47.5697,-122.4,1130,6050,/Users/khushirawat/Desktop/CDC/data/images/4194.png,True,12.821260987319457,2378_-6120
8562770350,20141206T000000,615000,3,3.5,2710,3326,2.0,0,0,3,8,1650,1060,2005,0,98027,47.5371,-122.073,2280,2738,/Users/khushirawat/Desktop/CDC/data/images/4195.png,True,13.329379172803593,2377_-6104
1003400155,20140811T000000,233000,3,1.0,1100,7657,1.0,0,0,3,7,1100,0,1955,0,98188,47.4374,-122.285,1300,8000,/Users/khushirawat/Desktop/CDC/data/images/4196.png,True,12.358798024384122,2372_-6114
5556800260,20150305T000000,230000,4,2.0,1440,10800,1.0,0,0,4,7,1440,0,1967,0,98001,47.3417,-122.283,1190,7380,/Users/khushirawat/Desktop/CDC/data/images/4197.png,True,12.345838935721968,2367_-6114
2212200050,20141028T000000,255000,4,1.75,1650,7200,1.0,0,0,3,7,1100,550,1977,0,98031,47.3944,-122.187,1620,7374,/Users/khushirawat/Desktop/CDC/data/images/4198.png,True,12.449022745701502,2370_-6109
2856100185,20140721T000000,365000,2,1.0,680,2550,1.0,0,0,4,5,680,0,1901,0,98117,47.6767,-122.388,1120,5100,/Users/khushirawat/Desktop/CDC/data/images/4200.png,True,12.807655372286902,2384_-6119
6648150150,20140922T000000,996000,3,3.25,3620,8131,2.0,0,0,4,10,2730,890,1988,0,98040,47.5776,-122.214,2040,3776,/Users/khushirawat/Desktop/CDC/data/images/4201.png,True,13.811503540582295,2379_-6111
6675500133,20140822T000000,325000,2,1.0,900,8374,1.0,0,0,3,7,900,0,1984,0,98034,47.7282,-122.225,1580,8965,/Users/khushirawat/Desktop/CDC/data/images/4202.png,True,12.691583538230217,2386_-6111
5100403876,20140820T000000,840000,3,2.5,2060,9715,2.0,0,0,3,8,2060,0,1924,2006,98115,47.6961,-122.316,1240,7072,/Users/khushirawat/Desktop/CDC/data/images/4203.png,True,13.641158361294979,2385_-6116
2826079145,20140814T000000,655000,5,2.5,2560,46786,2.0,0,0,3,8,2560,0,1995,0,98019,47.7125,-121.915,2430,46929,/Users/khushirawat/Desktop/CDC/data/images/4204.png,True,13.39239204133378,2386_-6096
7454001125,20141117T000000,400000,4,3.0,2240,7035,2.0,0,0,3,7,2240,0,1942,1993,98146,47.5124,-122.374,1060,6300,/Users/khushirawat/Desktop/CDC/data/images/4206.png,True,12.899222326086994,2376_-6119
1300301840,20150425T000000,1215000,4,2.25,2570,9600,2.5,0,0,4,9,2570,0,1962,0,98040,47.5791,-122.241,2570,13200,/Users/khushirawat/Desktop/CDC/data/images/4207.png,True,14.010255457801716,2379_-6112
8122600195,20140520T000000,396675,2,1.0,1730,6375,2.0,0,0,4,6,1730,0,1945,0,98126,47.5357,-122.368,1180,6250,/Users/khushirawat/Desktop/CDC/data/images/4208.png,True,12.890875105554555,2377_-6118
9499200220,20140611T000000,234000,3,2.0,1640,5280,1.5,0,0,5,6,1640,0,1910,0,98002,47.3089,-122.213,1160,7875,/Users/khushirawat/Desktop/CDC/data/images/4209.png,True,12.36308066783498,2365_-6111
8083400066,20150423T000000,730000,4,1.5,2340,5000,2.0,0,0,3,8,2100,240,1912,0,98122,47.6065,-122.291,2320,5500,/Users/khushirawat/Desktop/CDC/data/images/4210.png,True,13.500801182986649,2380_-6115
2492201005,20140708T000000,325000,2,1.0,810,4080,1.0,0,0,4,6,810,0,1941,0,98126,47.5337,-122.379,1400,4080,/Users/khushirawat/Desktop/CDC/data/images/4211.png,True,12.691583538230217,2377_-6119
423049067,20150205T000000,160000,2,1.0,930,7742,1.0,0,0,3,6,930,0,1933,0,98168,47.507,-122.302,2240,8723,/Users/khushirawat/Desktop/CDC/data/images/4212.png,True,11.982935344196433,2375_-6115
4178501020,20150105T000000,276750,3,2.0,1620,12482,1.0,0,0,4,7,1290,330,1989,0,98042,47.3584,-122.086,1560,8499,/Users/khushirawat/Desktop/CDC/data/images/4213.png,True,12.530873463933823,2368_-6104
3750605620,20150324T000000,225000,3,1.75,1580,14400,1.0,0,0,4,7,1580,0,1981,0,98001,47.2598,-122.281,1480,9600,/Users/khushirawat/Desktop/CDC/data/images/4214.png,True,12.323860125621126,2363_-6114
